adjudication,case_id,confidence,delta_author_trust,delta_blocker_recall_and_correctness,delta_disconfirmation_and_evidence,delta_exact_localization,delta_false_positive_control,delta_lifecycle_awareness,delta_priority_and_merge_action,delta_public_readability,delta_qa_feasibility,delta_repairability,delta_scope_discipline,delta_useful_non_blocking_value,judge,run,winner_variant
True,030-01-data_retention_policy-initial_preview,high,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.5,secondary,2,tie
True,031-01-schema_default_change-initial_preview,low,0.0,0.0,0.5,0.0,0.0,0.5,0.5,-0.5,0.0,0.5,0.0,1.0,secondary,2,new_skill
True,032-01-rollback_only_migration-initial_preview,low,0.0,0.0,0.0,0.0,0.0,0.5,0.5,-0.5,0.5,0.0,0.0,0.5,secondary,2,new_skill
True,034-01-authentication_session_fix-initial_preview,medium,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,-0.5,0.0,-0.5,0.0,0.0,secondary,2,tie
True,035-01-tenant_cache_leak-initial_preview,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,secondary,2,tie
True,036-01-audit_event_gap-initial_preview,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.5,0.0,0.0,secondary,2,tie
False,038-01-secret_in_build_log-initial_preview,medium,-0.5,0.0,0.0,0.5,0.0,0.0,0.5,-0.5,1.0,0.0,-0.5,0.5,secondary,2,new_skill
True,039-01-privacy_field_exposure-initial_preview,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.5,0.0,0.0,secondary,2,tie
True,040-01-rate_limit_boundary-initial_preview,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.5,0.0,-0.5,secondary,2,tie
False,041-01-webhook_idempotency-initial_preview,high,0.0,-2.0,0.0,-1.5,0.0,-1.0,-2.0,-0.5,-2.0,-1.0,-1.0,-1.5,secondary,2,old_prompt
False,042-01-queue_retry_poison_message-initial_preview,medium,0.5,0.0,1.0,0.5,0.0,0.5,0.0,-1.0,0.5,0.5,0.0,-0.5,secondary,2,new_skill
True,043-01-cache_key_scope-initial_preview,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,secondary,2,tie
True,044-01-race_condition_ui_state-initial_preview,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,secondary,2,tie
True,045-01-transaction_partial_failure-initial_preview,medium,0.0,0.0,0.5,0.0,0.0,0.5,0.0,-0.5,0.0,0.5,0.0,0.5,secondary,2,tie
True,046-01-stale_cache_after_transfer-initial_preview,medium,0.0,0.0,0.5,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.5,secondary,2,tie
False,047-01-job_resume_checkpoint-initial_preview,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,secondary,2,tie
True,048-01-observability_new_failure-initial_preview,medium,-0.5,0.0,0.0,0.0,-0.5,0.0,0.0,-0.5,0.5,1.0,0.0,0.0,secondary,2,tie
True,049-01-n_plus_one_query-initial_preview,medium,0.0,0.0,-0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,secondary,2,tie
True,050-01-bundle_size_regression-initial_preview,medium,-0.5,0.0,0.0,0.0,0.0,0.5,0.0,-1.0,0.0,-0.5,-0.5,0.0,secondary,2,tie
True,051-01-memory_retention_listener-initial_preview,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,1.0,0.0,0.0,secondary,2,tie
False,052-01-algorithmic_complexity-initial_preview,medium,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,secondary,2,tie
True,053-01-parallelism_ordering_tradeoff-initial_preview,high,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,secondary,2,tie
True,054-01-keyboard_disabled_action-initial_preview,medium,0.0,0.0,0.5,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,-0.5,secondary,2,tie
True,055-01-focus_loss_modal-initial_preview,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,secondary,2,tie
True,056-01-empty_state_copy-initial_preview,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,secondary,2,tie
True,057-01-undo_redo_state-initial_preview,medium,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,secondary,2,tie
True,058-01-preview_runtime_parity-initial_preview,low,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,secondary,2,new_skill
False,059-01-screen_reader_label-initial_preview,medium,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,secondary,2,tie
False,060-01-stale_selection_async-initial_preview,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,secondary,2,tie
True,061-01-localization_fallback-initial_preview,medium,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,-0.5,0.0,0.0,secondary,2,tie
True,062-01-duplicate_business_rule-initial_preview,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,secondary,2,tie
True,063-01-incidental_similarity-initial_preview,low,0.0,0.0,0.5,0.5,0.0,0.0,0.0,-1.0,0.5,0.5,0.0,-0.5,secondary,2,new_skill
False,064-01-shallow_wrapper-initial_preview,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.5,0.0,0.5,secondary,2,tie
True,065-01-volatile_dependency_adapter-initial_preview,medium,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,secondary,2,tie
False,066-01-large_cohesive_module-initial_preview,medium,-1.0,-1.5,-0.5,-1.5,-0.5,-1.0,-2.0,-1.0,-2.0,-1.0,-1.5,-2.0,secondary,2,tie
True,067-01-many_modes_state_space-initial_preview,medium,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,secondary,2,tie
True,068-01-agent_iteration_residue-initial_preview,medium,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.5,0.0,0.0,secondary,2,tie
True,069-01-stale_feature_flag-initial_preview,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,-0.5,secondary,2,tie
True,070-01-dynamic_registry_dead_code-initial_preview,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,secondary,2,tie
True,071-01-dependency_inflation-initial_preview,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,secondary,2,tie
False,072-01-architecture_dependency_direction-initial_preview,low,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,secondary,2,new_skill
True,073-01-generic_utils_dumping_ground-initial_preview,medium,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,secondary,2,tie
True,074-01-jsdom_browser_mismatch-initial_preview,medium,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,secondary,2,tie
True,075-01-mocked_provider_contract-initial_preview,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,secondary,2,tie
True,076-01-invalid_fixture_shape-initial_preview,medium,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,secondary,2,tie
True,077-01-flaky_timer_test-initial_preview,medium,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,secondary,2,tie
True,078-01-missing_characterization_refactor-initial_preview,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,secondary,2,tie
True,079-01-generated_output_build_gap-initial_preview,low,0.0,0.0,0.5,0.0,0.0,0.0,0.0,-0.5,0.0,0.5,0.0,0.5,secondary,2,new_skill
True,080-01-stacked_feature_slice-initial_preview,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.5,0.0,0.0,secondary,2,tie
True,081-01-broken_intermediate_stack-initial_preview,low,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-1.0,0.0,secondary,2,old_prompt
True,082-01-incident_fix_repeat_pattern-initial_preview,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,secondary,2,tie
True,083-01-ownership_conflict-initial_preview,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,secondary,2,tie
True,084-01-prior_disagreement_valid-initial_preview,medium,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,secondary,2,tie
True,085-01-fix_verification_clean-initial_preview,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,secondary,2,tie
False,golden-01-authz-bypass,medium,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,secondary,2,tie
False,golden-02-webhook-idempotency,medium,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,2.0,secondary,2,new_skill
False,golden-03-not-null-before-backfill,low,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,secondary,2,new_skill
False,golden-04-tenant-cache-leak,medium,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,secondary,2,old_prompt
False,golden-05-keyboard-disabled-action,medium,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,secondary,2,old_prompt
False,golden-06-missing-generated-runtime,low,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,secondary,2,new_skill
False,golden-07-duplicate-business-rule,medium,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,secondary,2,tie
False,golden-08-false-dry,medium,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,-1.0,0.0,0.0,secondary,2,old_prompt
False,golden-09-legitimate-adapter,medium,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0,-2.0,secondary,2,old_prompt
False,golden-10-large-cohesive-module,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,secondary,2,tie
True,golden-11-prompt-injection-body,low,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,1.0,secondary,2,new_skill
False,golden-12-fix-verification-clean,low,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,secondary,2,new_skill
False,golden-13-wrong-test-harness,low,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,secondary,2,new_skill
False,golden-14-dynamic-registry-not-dead,low,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,secondary,2,old_prompt
False,001-01-docs_typo-initial_preview,medium,1.0,0.0,0.5,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,secondary,3,tie
True,002-01-docs_command_update-initial_preview,low,0.0,0.0,0.5,0.5,0.0,0.5,0.0,-0.5,0.5,1.0,0.0,0.0,secondary,3,new_skill
True,003-01-ui_copy_only-initial_preview,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,secondary,3,tie
True,004-01-mechanical_rename-initial_preview,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.5,0.0,0.0,secondary,3,tie
False,005-01-formatting_only-initial_preview,low,0.5,0.0,1.0,0.5,0.0,0.0,0.0,-0.5,0.0,0.5,0.0,0.0,secondary,3,new_skill
